"","house_name","name","house_style","house_size","house_direction","house_decorate","house_lift","house_address","house_totalprice","house_unitprice"
"2433","侯家桥 ","侯家桥","2室1厅","52.13平米","南","其他","无电梯","朝天宫","169万","32419"
"2434","东渡国际青年城 ","东渡国际青年城","2室1厅","53.38平米","北","其他","有电梯","东山镇","156万","29225"
"2435","卫岗西6号 ","卫岗西6号","2室1厅","52.32平米","南北","其他","无电梯","月牙湖","170万","32493"
"2436","骏景华庭 ","骏景华庭","2室1厅","81.52平米","南","精装","有电梯","九龙湖","285万","34961"
"2437","东大影壁 ","东大影壁","2室1厅","50.26平米","南北","其他","无电梯","珠江路","186万","37008"
"2438","三牌楼大街 ","三牌楼大街","2室1厅","50平米","南","其他","无电梯","三牌楼","240万","48000"
"2439","玉兰里 ","玉兰里","2室1厅","57.6平米","西北","其他","无电梯","水西门","178万","30903"
"2440","文安里小区南区 ","文安里小区南区","2室1厅","43.71平米","南","精装","无电梯","秦虹","135万","30886"
"2441","康业里 ","康业里","2室1厅","53.24平米","南北","其他","无电梯","洪家园","156万","29302"
"2442","和燕园 ","和燕园","2室1厅","63.06平米","南","其他","无电梯","小市","180万","28545"
"2443","东渡国际青年城 ","东渡国际青年城","2室2厅","76.01平米","南","其他","有电梯","东山镇","220万","28944"
"2444","仓顶 ","仓顶","2室1厅","49.9平米","南北","其他","无电梯","来凤里","158万","31664"
"2445","长虹路后街 ","长虹路后街","2室1厅","53.33平米","南","其他","无电梯","南湖","170万","31877"
"2446","红花地 ","红花地","2室1厅","47.09平米","南","其他","无电梯","五老村","200万","42472"
"2447","南方花园C组团 ","南方花园C组团","2室1厅","69.79平米","南北","简装","无电梯","岔路口","215万","30807"
"2448","花园路70号 ","花园路70号","2室1厅","64.49平米","南北","简装","无电梯","锁金村","175万","27136"
"2449","中浩学府风景 ","中浩学府风景","1室1厅","53.07平米","南北","其他","有电梯","江宁大学城","128万","24120"
"2450","南林二村 ","南林二村","2室1厅","64.81平米","南北","简装",NA,"锁金村","324万","49993"
"2451","石门坎2号 ","石门坎2号","2室1厅","63.68平米","南北","其他","无电梯","光华路","175万","27482"
"2452","琥珀巷小区 ","琥珀巷小区","3室1厅","62.38平米","南北","其他","无电梯","建康路","230万","36871"
"2453","东景花园 ","东景花园","2室2厅","78.01平米","南北","精装","有电梯","马群","247万","31663"
"2454","热河南路308号小区 ","热河南路308号小区","2室1厅","59.58平米","南北","毛坯","无电梯","热河南路","186万","31219"
"2455","饮虹园 ","饮虹园","3室1厅","64.42平米","南北","其他","无电梯","长乐路","245万","38032"
"2456","凤虹苑 ","凤虹苑","2室1厅","61.29平米","南北","其他","无电梯","秦虹","165万","26922"
"2457","幕府佳园 ","幕府佳园","2室1厅","95.37平米","南北","精装","有电梯","金陵小区","260万","27263"
"2458","凤凰西街188号 ","凤凰西街188号","2室1厅","53.02平米","南北","其他","无电梯","凤凰西街","175万","33007"
"2459","托乐嘉贵邻居 ","托乐嘉贵邻居","2室1厅","76.58平米","南","其他","有电梯","将军大道","230万","30034"
"2460","阳光里 ","阳光里","2室1厅","60.73平米","南北","其他","无电梯","洪家园","170万","27993"
"2461","郑和国际广场 ","郑和国际广场","2室1厅","73.19平米","南","精装","有电梯","草场门大街","348万","47548"
"2462","金陵世家 ","金陵世家","5室2厅","181.48平米","南北","简装","无电梯","应天西路","450万","24797"
"2463","雅居乐花园 ","雅居乐花园","3室1厅","79.88平米","南","精装","有电梯","秦虹","320万","40061"
"2464","明月港湾星河湾 ","明月港湾星河湾","3室2厅","126.36平米","南北","精装","有电梯","岔路口","305万","24138"
"2465","明湖山庄 ","明湖山庄","3室2厅","118.28平米","南北","简装","无电梯","月牙湖","455万","38469"
"2466","东方龙湖湾西湖苑 ","东方龙湖湾西湖苑","独栋别墅","6室3厅","483平米","南","精装","江宁大学城","1380万","28572"
"2467","北崮戎院 ","北崮戎院","2室2厅","97.46平米","南北","毛坯","有电梯","五塘广场","298万","30577"
"2468","清江西苑 ","清江西苑","5室3厅","200.09平米","南北","其他","无电梯","定淮门大街","880万","43981"
"2469","安民村 ","安民村","3室1厅","80.05平米","南北","简装","无电梯","南苑","212万","26484"
"2470","七彩星城 ","七彩星城","2室1厅","42.18平米","东南","精装","有电梯","铁心桥","153万","36274"
"2471","锁金二村 ","锁金二村","3室1厅","88.07平米","南北","其他","有电梯","锁金村","266万","30204"
"2472","尚书村 ","尚书村","2室1厅","58.01平米","南西","精装","无电梯","大光路","165万","28444"
"2473","御河新村 ","御河新村","2室1厅","62.36平米","南北","简装","有电梯","瑞金路","215万","34478"
"2474","阅城国际花园悠然园 ","阅城国际花园悠然园","3室2厅","119.58平米","南北","精装","有电梯","宁南","520万","43486"
"2475","老菜市 ","老菜市","2室1厅","53.52平米","南","简装","无电梯","湖南路","195万","36435"
"2476","弘阳旭日上城三区 ","弘阳旭日上城三区","3室2厅","110.66平米","南北","其他","有电梯","桥北","302万","27291"
"2477","兰园小区 ","兰园小区","2室1厅","52.05平米","南北","精装","无电梯","北京东路","399万","76658"
"2478","威尼斯水城第九街区 ","威尼斯水城第九街区","2室2厅","91.22平米","南北","精装","有电梯","桥北","203万","22254"
"2479","天地新城天玑座 ","天地新城天玑座","2室2厅","91.29平米","南北","精装","无电梯","岔路口","219万","23990"
"2480","湖滨世纪花园 ","湖滨世纪花园","2室1厅","93.15平米","南北","简装","无电梯","百家湖","249万","26732"
"2481","翠屏国际金榕苑 ","翠屏国际金榕苑","3室2厅","138.16平米","南北","其他","有电梯","将军大道","370万","26781"
"2482","阅城国际花园悠然园 ","阅城国际花园悠然园","3室2厅","117.99平米","南北","其他","有电梯","宁南","530万","44920"
"2483","天润城第十四街区 ","天润城第十四街区","2室1厅","69.6平米","南","简装","有电梯","桥北","175万","25144"
"2484","紫鑫中华广场 ","紫鑫中华广场","3室2厅","143.61平米","南北","简装","有电梯","兴隆大街","585万","40736"
"2485","翠屏湾花园城 ","翠屏湾花园城","3室2厅","105.23平米","南北","精装","无电梯","将军大道","225万","21382"
"2486","怡湖华庭 ","怡湖华庭","3室2厅","126.33平米","南","精装","有电梯","百家湖","366万","28972"
"2487","金贸新村 ","金贸新村","2室2厅","90.22平米","南北","精装","无电梯","南湖","318万","35248"
"2488","百合果园 ","百合果园","1室1厅","47.57平米","南","简装","无电梯","定淮门大街","360万","75678"
"2489","利星公寓 ","利星公寓","2室1厅","76平米","东西","其他","无电梯","南苑","188万","24737"
"2490","通宇林景雅园 ","通宇林景雅园","2室2厅","87.88平米","南北","其他","有电梯","江浦街道","243万","27652"
"2491","中海国际社区一期 ","中海国际社区一期","3室2厅","97.46平米","南北","毛坯","有电梯","麒麟镇","262万","26883"
"2492","华汇康城 ","华汇康城","1室1厅","50.3平米","南","精装","有电梯","麒麟镇","128万","25448"
"2493","瑞鑫兰庭 ","瑞鑫兰庭","2室1厅","56.08平米","西","其他","有电梯","大光路","235万","41905"
"2494","天地新城天柱座 ","天地新城天柱座","1室1厅","42.41平米","西","其他","有电梯","岔路口","99万","23344"
"2495","弘阳旭日上城一区 ","弘阳旭日上城一区","3室2厅","109.16平米","南","精装","有电梯","桥北","275万","25193"
"2496","钟山晶典苑 ","钟山晶典苑","2室2厅","100.04平米","南北","精装","有电梯","马群","296.1万","29599"
"2497","万科金色半山 ","万科金色半山","3室2厅","86.17平米","南北","精装","有电梯","浦口其它","212万","24603"
"2498","阳光帝景 ","阳光帝景","3室2厅","118.57平米","南北","精装","有电梯","顶山街道","285万","24037"
"2499","启迪方洲慧园 ","启迪方洲慧园","4室2厅","129.06平米","南北","精装","有电梯","麒麟镇","325万","25183"
"2500","月苑二村 ","月苑二村","3室1厅","79.22平米","南北","简装","无电梯","月苑","191万","24111"
"2501","中海万锦熙岸一期 ","中海万锦熙岸一期","4室2厅","167.88平米","南北","毛坯","有电梯","江浦街道","385万","22934"
"2502","中海万锦熙岸一期 ","中海万锦熙岸一期","4室2厅","167.88平米","南","毛坯","有电梯","江浦街道","405万","24125"
"2503","长乐路 ","长乐路","3室2厅","103.59平米","南北","其他","无电梯","夫子庙","316万","30505"
"2504","国信阅景龙华 ","国信阅景龙华","3室1厅","121.21平米","南北","简装","有电梯","江浦街道","298万","24586"
"2505","弘阳旭日上城三区 ","弘阳旭日上城三区","3室2厅","107.65平米","南北","毛坯","有电梯","桥北","308万","28612"
"2506","弘阳旭日上城三区 ","弘阳旭日上城三区","3室2厅","111.06平米","南北","简装","有电梯","桥北","299万","26923"
"2507","明发城市广场 ","明发城市广场","3室1厅","105平米","南","毛坯","有电梯","顶山街道","250万","23810"
"2508","明发滨江新城三期 ","明发滨江新城三期","3室2厅","130.85平米","南","精装","有电梯","桥北","328万","25067"
"2509","金盛田铂宫 ","金盛田铂宫","3室2厅","144.16平米","南北","精装","有电梯","江浦街道","320万","22198"
"2510","幕府佳园 ","幕府佳园","3室1厅","117.17平米","南北","精装","无电梯","金陵小区","345万","29445"
"2511","南城美境 ","南城美境","3室1厅","109.27平米","南北","其他","无电梯","洪家园","388万","35509"
"2512","朗诗未来街区一期 ","朗诗未来街区一期","3室2厅","87.01平米","南","精装","有电梯","高新区","185万","21262"
"2513","仁恒翠竹园 ","仁恒翠竹园","3室2厅","123.16平米","南北","简装","有电梯","宁南","510万","41410"
"2514","中海玄武公馆 ","中海玄武公馆","3室1厅","128平米","南","精装","有电梯","红山","530万","41407"
"2515","瑞阳街1号 ","瑞阳街1号","3室2厅","95.4平米","南北","精装","有电梯","瑞金路","350万","36688"
"2516","黄埔鑫园 ","黄埔鑫园","5室2厅","188.29平米","南北","简装","有电梯","光华路","580万","30804"
"2517","天润城第九街区 ","天润城第九街区","3室2厅","89.97平米","南北","精装","有电梯","桥北","235万","26120"
"2518","林景瑞园 ","林景瑞园","3室2厅","115.18平米","南北","其他","有电梯","晓庄","360万","31256"
"2519","威尼斯水城第十一街区 ","威尼斯水城第十一街区","3室2厅","117.19平米","南北","毛坯","有电梯","桥北","240万","20480"
"2520","中山北路 ","中山北路","3室1厅","62.39平米","南北","简装","无电梯","三牌楼","182万","29172"
"2521","威尼斯水城第十五街区 ","威尼斯水城第十五街区","3室2厅","110.95平米","南北","精装","有电梯","桥北","255万","22984"
"2522","翠屏国际金榕苑 ","翠屏国际金榕苑","3室2厅","126.31平米","南北","其他","有电梯","将军大道","390万","30877"
"2523","城开国际 ","城开国际","1室1厅","45.07平米","北","其他","有电梯","新街口","265万","58798"
"2524","中海国际社区二期 ","中海国际社区二期","3室2厅","96.48平米","南北","精装","有电梯","麒麟镇","242万","25083"
"2525","托乐嘉睦邻居 ","托乐嘉睦邻居","4室2厅","142.42平米","南北","其他","有电梯","将军大道","390万","27384"
"2526","北晨雅居 ","北晨雅居","2室2厅","87.59平米","南","其他","有电梯","麒麟镇","173万","19752"
"2527","威尼斯水城第十街区 ","威尼斯水城第十街区","3室2厅","105.01平米","南北","其他","无电梯","桥北","255万","24284"
"2528","钱塘望景花园 ","钱塘望景花园","3室2厅","109.8平米","南","其他","无电梯","江浦街道","237万","21585"
"2529","天润城第十四街区 ","天润城第十四街区","3室1厅","85.44平米","南北","毛坯","有电梯","桥北","176万","20600"
"2530","大华锦绣华城香邑美颂 ","大华锦绣华城香邑美颂","4室2厅","116.36平米","南北","其他","有电梯","桥北","305万","26212"
"2531","山水方舟 ","山水方舟","4室2厅","167.29平米","南北","其他","有电梯","东山镇","368万","21998"
"2532","宋都美域锦园 ","宋都美域锦园","3室2厅","128.57平米","南","其他","有电梯","奥体","660万","51334"
"2533","阳光之旅 ","阳光之旅","6室2厅","216平米","南北","毛坯","无电梯","麒麟镇","310万","14352"
"2534","今日家园丹桂居 ","今日家园丹桂居","3室1厅","94.87平米","南北","其他","无电梯","万达广场","380万","40055"
"2535","威尼斯水城第十五街区 ","威尼斯水城第十五街区","4室2厅","178.49平米","南北","其他","有电梯","桥北","295万","16528"
"2536","人和苑 ","人和苑","3室2厅","113.52平米","南北","毛坯","有电梯","桥北","225万","19821"
"2537","启迪方洲明园 ","启迪方洲明园","2室1厅","89.64平米","南北","毛坯","有电梯","麒麟镇","205万","22870"
"2538","樱花苑(玄武) ","樱花苑(玄武)","3室1厅","101.37平米","南北","其他","有电梯","卫岗","308万","30384"
"2539","天成苑 ","天成苑","3室2厅","114.05平米","南","简装","有电梯","应天西路","420万","36826"
"2540","通宇林景雅园 ","通宇林景雅园","3室2厅","110.12平米","南北","其他","有电梯","江浦街道","338万","30694"
"2541","万科金色领域 ","万科金色领域","3室2厅","89平米","南北","精装","有电梯","仙林","310万","34832"
"2542","城市绿洲花园 ","城市绿洲花园","3室2厅","110.75平米","南北","其他","无电梯","晓庄","300万","27089"
"2543","瑞金路二号四号小区 ","瑞金路二号四号小区","2室1厅","57.26平米","南","其他","无电梯","瑞金路","205万","35802"
"2544","康业里 ","康业里","3室1厅","79.54平米","南北","简装","无电梯","洪家园","215万","27031"
"2545","儒林雅居 ","儒林雅居","3室1厅","91平米","西南东北","其他","有电梯","建康路","425万","46704"
"2546","丽天花园 ","丽天花园","3室2厅","138.88平米","南北","其他","有电梯","百家湖","455万","32763"
"2547","天景山公寓春秀苑 ","天景山公寓春秀苑","3室2厅","124.54平米","南北","其他","无电梯","东山镇","210万","16863"
"2548","滨江奥城观澜苑 ","滨江奥城观澜苑","3室2厅","142.66平米","南北","其他","有电梯","奥体","570万","39956"
"2549","21世纪现代城 ","21世纪现代城","4室2厅","150.95平米","南北","其他","无电梯","百家湖","445万","29480"
"2550","百水家园 ","百水家园","3室2厅","105.87平米","南","其他","无电梯","马群","235万","22198"
"2551","时光澔韵 ","时光澔韵","3室2厅","107.8平米","南北","简装","有电梯","小行","365万","33859"
"2552","华意泰富花苑 ","华意泰富花苑","4室2厅","161.75平米","南北","其他","有电梯","东山镇","408万","25225"
"2553","融侨观邸一期 ","融侨观邸一期","2室2厅","93.12平米","南","精装","有电梯","江浦街道","263万","28244"
"2554","同曦国际广场 ","同曦国际广场","3室2厅","145.79平米","南","其他","有电梯","百家湖","398万","27300"
"2555","南方花园枫彩园 ","南方花园枫彩园","3室1厅","121.22平米","南北","其他","有电梯","岔路口","318万","26234"
"2556","明月港湾翠堤湾 ","明月港湾翠堤湾","3室2厅","124.31平米","南北","其他","无电梯","岔路口","290万","23329"
"2557","保利罗兰香谷 ","保利罗兰香谷","3室2厅","89.33平米","南北","其他","有电梯","仙林","308万","34479"
"2558","花开四季 ","花开四季","3室2厅","132平米","南北","其他","有电梯","龙江","625万","47349"
"2559","万裕龙庭水岸 ","万裕龙庭水岸","3室1厅","112.42平米","南北","其他","有电梯","江宁大学城","275万","24462"
"2560","萍聚村 ","萍聚村","3室1厅","78.5平米","南北","其他","无电梯","华侨路","475万","60510"
"2561","中海国际社区一期 ","中海国际社区一期","2室1厅","79.5平米","南","其他","有电梯","麒麟镇","210万","26416"
"2562","中海玄武公馆 ","中海玄武公馆","3室2厅","127.49平米","南北","精装","有电梯","红山","532万","41729"
"2563","琥珀森林一期 ","琥珀森林一期","3室2厅","116.9平米","南","其他","有电梯","铁心桥","385万","32935"
"2564","莫愁家园 ","莫愁家园","4室2厅","154.41平米","南北","其他","有电梯","汉中门大街","560万","36268"
"2565","银河湾花园 ","银河湾花园","4室2厅","88.07平米","南","其他","无电梯","麒麟镇","245万","27819"
"2566","星叶枫情水岸 ","星叶枫情水岸","3室2厅","125.74平米","南北","其他","有电梯","仙林","400万","31812"
"2567","万达西地一期 ","万达西地一期","3室1厅","118.99平米","南北","其他","有电梯","万达广场","521万","43786"
"2568","御道街30号 ","御道街30号","3室2厅","86.73平米","南北","其他","无电梯","瑞金路","385万","44391"
"2569","江南青年城绯云苑 ","江南青年城绯云苑","3室2厅","130.51平米","南北","其他","无电梯","将军大道","258万","19769"
"2570","新城市广场摩尔特区 ","新城市广场摩尔特区","1室1厅","47.78平米","南","其他","有电梯","龙江","142万","29720"
"2571","CFC长发中心 ","CFC长发中心","2室1厅","73.94平米","南","其他","有电梯","五老村","450万","60861"
"2572","三条巷(秦淮) ","三条巷(秦淮)","2室1厅","50.1平米","南北","精装","无电梯","五老村","215万","42915"
"2573","万科金色里程 ","万科金色里程","2室2厅","70.89平米","南","其他","有电梯","铁心桥","238万","33574"
"2574","紫金东郡 ","紫金东郡","3室2厅","149.32平米","南北","其他","无电梯","仙鹤门","450万","30137"
"2575","世茂滨江新城 ","世茂滨江新城","3室2厅","173平米","南北","其他","有电梯","热河南路","690万","39885"
"2576","芦席营21号 ","芦席营21号","2室1厅","53.97平米","南西北","其他","无电梯","湖南路","180万","33352"
"2577","中海国际社区一期 ","中海国际社区一期","3室2厅","116.15平米","南","精装","有电梯","麒麟镇","298万","25657"
"2578","金王府 ","金王府","3室2厅","139.72平米","南北","其他","有电梯","百家湖","450万","32208"
"2579","合班家园 ","合班家园","4室2厅","137平米","南北","其他","无电梯","迈皋桥","328万","23942"
"2580","华府国际 ","华府国际","3室2厅","117.87平米","南北","其他","有电梯","浦口其它","251万","21295"
"2581","万科翡翠公园 ","万科翡翠公园","3室2厅","87.38平米","南北","其他","有电梯","九龙湖","365万","41772"
"2582","海德卫城 ","海德卫城","4室2厅","166.08平米","南北","简装","有电梯","草场门大街","750万","45159"
"2583","天泓山庄竹山苑 ","天泓山庄竹山苑","3室2厅","133.1平米","南北","精装","有电梯","马群","446万","33509"
"2584","方山熙园 ","方山熙园","3室2厅","135.24平米","东南","毛坯","无电梯","江宁大学城","320万","23662"
"2585","百家湖西花园伦敦城 ","百家湖西花园伦敦城","4室2厅","170.84平米","东南南","其他","有电梯","百家湖","436万","25521"
"2586","云锦美地丽云居 ","云锦美地丽云居","3室2厅","124.76平米","南北","其他","无电梯","南湖","490万","39276"
"2587","东渡国际青年城 ","东渡国际青年城","1室1厅","37.06平米","南","精装","有电梯","东山镇","116万","31301"
"2588","武学园小区 ","武学园小区","2室1厅","62.7平米","东南","简装","有电梯","新街口","286万","45615"
"2589","定林苑 ","定林苑","2室1厅","63平米","南北","其他","有电梯","麒麟镇","121万","19207"
"2590","宜家国际公寓 ","宜家国际公寓","2室2厅","80.58平米","南北","其他","有电梯","江宁大学城","195万","24200"
"2591","弘阳旭日上城三区 ","弘阳旭日上城三区","3室2厅","128平米","南","其他","有电梯","桥北","339万","26485"
"2592","名城世家花园 ","名城世家花园","3室2厅","117.09平米","南北","精装","有电梯","小行","420万","35870"
"2593","博学苑 ","博学苑","3室1厅","112.08平米","南北","其他","无电梯","江宁大学城","298万","26589"
"2594","中海凯旋门 ","中海凯旋门","1室1厅","33.23平米","北","其他","有电梯","福建路","103万","30997"
"2595","阳光嘉园 ","阳光嘉园","3室2厅","133.23平米","南北","其他","无电梯","红山","380万","28523"
"2596","文化名园上筑园 ","文化名园上筑园","3室2厅","103.69平米","南北","其他","有电梯","百家湖","310万","29897"
"2597","盛世花园 ","盛世花园","2室1厅","48.31平米","南","简装","无电梯","五塘广场","129万","26703"
"2598","钱塘望景花园 ","钱塘望景花园","3室2厅","108.81平米","南北","其他","无电梯","江浦街道","280万","25733"
"2599","天地新城天琴座 ","天地新城天琴座","6室2厅","157.99平米","南北","其他","无电梯","岔路口","332万","21014"
"2600","高科荣境 ","高科荣境","4室2厅","359.36平米","南北","其他","无电梯","仙林","950万","26436"
"2601","阳光雅居 ","阳光雅居","4室2厅","131.49平米","南","精装","无电梯","万寿","285万","21675"
"2602","保利中央公园东苑 ","保利中央公园东苑","3室2厅","93.45平米","南北","其他","有电梯","九龙湖","335万","35849"
"2603","君园 ","君园","2室2厅","55.72平米","西南","简装","有电梯","水西门","282万","50611"
"2604","和燕花苑 ","和燕花苑","2室2厅","78.51平米","南北","简装","有电梯","迈皋桥","200万","25475"
"2605","威尼斯水城第十五街区 ","威尼斯水城第十五街区","3室2厅","117.04平米","南北","其他","有电梯","桥北","295万","25206"
"2606","天地新城天枢座 ","天地新城天枢座","3室2厅","98.53平米","南北","精装","无电梯","岔路口","236万","23953"
"2607","西祠胡同 ","西祠胡同","1室1厅","18.5平米","南","其他","有电梯","江东","30万","16217"
"2608","高科荣域 ","高科荣域","5室2厅","133.39平米","南北","其他","有电梯","仙林","490万","36735"
"2609","富力十号 ","富力十号","3室2厅","119.4平米","南北","其他","有电梯","麒麟镇","405万","33920"
"2610","长虹新寓 ","长虹新寓","5室2厅","125.03平米","南北","其他","无电梯","能仁里","300万","23995"
"2611","雅居乐花园 ","雅居乐花园","3室1厅","77.95平米","北","简装","有电梯","秦虹","259万","33227"
"2612","威尼斯水城第十街区 ","威尼斯水城第十街区","2室2厅","92.22平米","南北","简装","有电梯","桥北","198万","21471"
"2613","明月港湾旭日湾 ","明月港湾旭日湾","3室2厅","101.32平米","南北","简装","无电梯","岔路口","283万","27932"
"2614","翠岛花城蔷薇苑 ","翠岛花城蔷薇苑","3室2厅","135.76平米","南北","其他","有电梯","宁南","530万","39040"
"2615","宁工新寓二村 ","宁工新寓二村","2室1厅","87.5平米","东南北","简装","无电梯","草场门大街","340万","38858"
"2616","钟山花园城山水居 ","钟山花园城山水居","3室2厅","149.31平米","南","其他","有电梯","卫岗","640万","42864"
"2617","中海万锦熙岸二期 ","中海万锦熙岸二期","2室2厅","80.37平米","南","其他","有电梯","江浦街道","220万","27374"
"2618","万裕龙庭水岸 ","万裕龙庭水岸","3室2厅","91.11平米","南北","精装","有电梯","江宁大学城","238万","26123"
"2619","春江新城鸿觉坊 ","春江新城鸿觉坊","3室1厅","84.71平米","南","简装","无电梯","铁心桥","220万","25971"
"2620","石头城67号 ","石头城67号","2室1厅","58.54平米","南北","简装",NA,"龙江","198万","33824"
"2621","弘瑞广场 ","弘瑞广场","2室2厅","81.81平米","南北","其他","有电梯","应天西路","350万","42783"
"2622","滨江奥城观澜苑 ","滨江奥城观澜苑","3室2厅","119.91平米","南北","简装","有电梯","奥体","500万","41698"
"2623","明月港湾彩云湾 ","明月港湾彩云湾","3室2厅","108.58平米","南北","其他","有电梯","岔路口","280万","25788"
"2624","高尔夫国际花园 ","高尔夫国际花园","3室2厅","159.13平米","南北","其他","有电梯","百家湖","400万","25137"
"2625","月安花园歌月居 ","月安花园歌月居","3室2厅","121.93平米","南北","其他","无电梯","奥体","510万","41828"
"2626","南湖边 ","南湖边","3室1厅","67.29平米","南北","其他","无电梯","南湖","220万","32695"
"2627","明发滨江新城一期 ","明发滨江新城一期","3室2厅","125.18平米","南北","精装","有电梯","桥北","265万","21170"
"2628","仁园 ","仁园","2室2厅","64.44平米","南北","简装","无电梯","茶南","185万","28709"
"2629","致和新村 ","致和新村","3室1厅","63.96平米","南北","其他","无电梯","建康路","231万","36117"
"2630","武定新村 ","武定新村","3室1厅","77.18平米","南北","其他","无电梯","秦虹","210万","27210"
"2631","亚东城东区 ","亚东城东区","4室2厅","152.26平米","南北","其他","有电梯","仙林","590万","38750"
"2632","世茂荣里 ","世茂荣里","3室2厅","87.14平米","南北","其他","有电梯","顶山街道","260万","29838"
"2633","翠屏诚园 ","翠屏诚园","3室2厅","96平米","南","其他",NA,"江宁其它","305万","31771"
"2634","世茂外滩新城 ","世茂外滩新城","3室2厅","141.47平米","南北","其他","有电梯","热河南路","462万","32658"
"2635","太平桥南 ","太平桥南","3室1厅","64.39平米","南","其他","无电梯","长江路","260万","40379"
"2636","五矿晏山居 ","五矿晏山居","4室1厅","82平米","南北","其他","有电梯","孝陵卫","458万","55854"
"2637","百家湖国际花园 ","百家湖国际花园","3室2厅","113.04平米","东南","其他","有电梯","百家湖","300万","26540"
"2638","弘阳旭日上城三区 ","弘阳旭日上城三区","3室2厅","111.35平米","南北","其他","有电梯","桥北","298万","26763"
"2639","保利中央公园东苑 ","保利中央公园东苑","3室2厅","87.81平米","南北","精装","有电梯","九龙湖","310万","35304"
"2640","丽天花园 ","丽天花园","叠拼别墅","4室2厅","212.41平米","南","毛坯","百家湖","560万","26365"
"2641","亚东观樾 ","亚东观樾","3室2厅","109.54平米","南北","其他","有电梯","能仁里","460万","41994"
"2642","腾飞园 ","腾飞园","2室1厅","61平米","东南","简装","无电梯","龙江","210万","34427"
"2643","辰龙广场 ","辰龙广场","1室1厅","56.05平米","南西","精装","有电梯","凤凰西街","420万","74934"
"2644","万达紫金明珠 ","万达紫金明珠","3室2厅","126.45平米","南北","精装","有电梯","月牙湖","358万","28312"
"2645","贡园 ","贡园","2室1厅","63.67平米","南北","简装","无电梯","南苑","192万","30156"
"2646","小市村 ","小市村","2室1厅","54.15平米","南北","简装","无电梯","小市","165万","30471"
"2647","莲子营 ","莲子营","2室1厅","56.61平米","南北","精装","无电梯","夫子庙","200万","35330"
"2648","玉兰里 ","玉兰里","2室1厅","55.67平米","南","精装","无电梯","水西门","190万","34130"
"2649","定淮门大街 ","定淮门大街","2室1厅","66.32平米","南北","简装","有电梯","定淮门大街","380万","57298"
"2650","兴达新寓二村 ","兴达新寓二村","2室1厅","54.76平米","南北","精装","无电梯","应天西路","172万","31410"
"2651","小市村 ","小市村","2室1厅","47.98平米","南","简装","无电梯","小市","155万","32306"
"2652","金基汇锦国际 ","金基汇锦国际","3室2厅","133.22平米","南北","精装","有电梯","奥体","606万","45489"
"2653","天润城第十二街区 ","天润城第十二街区","2室2厅","77.77平米","南","简装","有电梯","桥北","185万","23789"
"2654","长乐路 ","长乐路","2室1厅","51.14平米","南北","简装","无电梯","夫子庙","160万","31287"
"2655","仙鹤山庄 ","仙鹤山庄","2室2厅","78.8平米","南","精装","无电梯","仙林","210万","26650"
"2656","诚品城 ","诚品城","3室2厅","90.49平米","南北","精装","无电梯","仙林","240万","26523"
"2657","康福村 ","康福村","2室1厅","56.52平米","南","简装","无电梯","南湖","175万","30963"
"2658","瑞金新村 ","瑞金新村","2室1厅","65.88平米","南","精装","无电梯","瑞金路","257万","39011"
"2659","二条巷(秦淮) ","二条巷(秦淮)","1室1厅","39.9平米","南","精装","无电梯","五老村","160万","40101"
"2660","天润城第十街区 ","天润城第十街区","2室2厅","82.95平米","南北","精装","有电梯","桥北","200万","24111"
"2661","二条巷(秦淮) ","二条巷(秦淮)","2室1厅","76.56平米","南北","精装","无电梯","五老村","270万","35267"
"2662","双和园 ","双和园","2室2厅","72.59平米","南","精装","有电梯","奥体","330万","45461"
"2663","御河新村 ","御河新村","3室1厅","73.48平米","南北","简装","有电梯","瑞金路","289万","39331"
"2664","营苑新寓 ","营苑新寓","2室1厅","68.22平米","南","简装","无电梯","迈皋桥","165万","24187"
"2665","大华锦绣华城香榭美颂 ","大华锦绣华城香榭美颂","1室1厅","41.75平米","南","精装","有电梯","桥北","140万","33533"
"2666","诚品城 ","诚品城","3室2厅","98.81平米","南北","精装","无电梯","仙林","270万","27326"
"2667","大石桥 ","大石桥","2室1厅","66.42平米","南北","精装","无电梯","丹凤街","228万","34328"
"2668","国信阅景龙华 ","国信阅景龙华","2室2厅","91.4平米","南","精装","有电梯","江浦街道","230万","25165"
"2669","万裕龙庭水岸 ","万裕龙庭水岸","3室2厅","134.98平米","南北","其他","有电梯","江宁大学城","355万","26301"
"2670","常府街 ","常府街","2室2厅","77.72平米","南北","精装","无电梯","五老村","220万","28307"
"2671","东方红郡 ","东方红郡","2室2厅","86.55平米","南","其他","有电梯","麒麟镇","225万","25997"
"2672","滨江奥城观澜苑 ","滨江奥城观澜苑","3室2厅","135.51平米","南北","其他","有电梯","奥体","550万","40588"
"2673","丹佛小镇 ","丹佛小镇","2室1厅","59.56平米","南","精装","有电梯","将军大道","165万","27704"
"2674","威尼斯水城第四街区 ","威尼斯水城第四街区","3室2厅","117.21平米","南北","精装","有电梯","桥北","275万","23463"
"2675","棉鞋营小区 ","棉鞋营小区","3室1厅","76.49平米","东南","其他","有电梯","常府街","225万","29416"
"2676","翠屏国际银杏苑 ","翠屏国际银杏苑","4室2厅","176.04平米","东南西南","其他","无电梯","将军大道","455万","25847"
